,Unnamed: 0.1,Unnamed: 0,poster,title,certificate,runtime,genre,rating,about,director,stars,votes,gross_earn,clean about
698,698,698,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the tourist,12A,103 min,"['action', 'thriller']",6.0,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",florian henckel von donnersmarck,"('Johnny Depp',), ('Angelina Jolie',), ('Paul Bettany',), ('Timothy Dalton',)","2,42,307",$67.63M,"['revolves', 'around', 'frank', 'american', 'tourist', 'visiting', 'italy', 'mend', 'broken', 'heart', 'elise', 'extraordinary', 'woman', 'deliberately', 'crosses', 'path']"
699,699,699,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,bridge of spies,12A,142 min,"['drama', 'history', 'thriller']",7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",steven spielberg,"('Tom Hanks',), ('Mark Rylance',), ('Alan Alda',), ('Amy Ryan',)","3,09,117",$72.31M,"['cold', 'war', 'american', 'lawyer', 'recruited', 'defend', 'arrested', 'soviet', 'spy', 'court', 'help', 'cia', 'facilitate', 'exchange', 'spy', 'soviet', 'captured', 'american', 'u2', 'spy', 'plane', 'pilot', 'francis', 'gary', 'powers']"
700,700,700,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the beach,15,119 min,"['adventure', 'drama', 'romance']",6.6,"On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.",danny boyle,"('Leonardo DiCaprio',), ('Tilda Swinton',), ('Daniel York',), ('Patcharawan Patarakijjanon',)","2,38,308",$39.79M,"['vacation', 'thailand', 'richard', 'sets', 'island', 'rumored', 'solitary', 'beach', 'paradise']"
701,701,701,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,daredevil,15,103 min,"['action', 'crime']",5.3,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,mark steven johnson,"('Ben Affleck',), ('Jennifer Garner',), ('Colin Farrell',), ('Michael Clarke Duncan',)","2,19,589",$102.54M,"['man', 'blinded', 'toxic', 'waste', 'also', 'enhanced', 'remaining', 'senses', 'fights', 'crime', 'acrobatic', 'martial', 'arts', 'superhero']"
702,702,702,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,kiss kiss bang bang,15,103 min,"['comedy', 'crime', 'mystery']",7.5,"After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress into a murder mystery.",shane black,"('Robert Downey Jr.',), ('Val Kilmer',), ('Michelle Monaghan',), ('Corbin Bernsen',)","2,26,425",$4.24M,"['mistaken', 'actor', 'new', 'york', 'thief', 'sent', 'hollywood', 'train', 'private', 'eye', 'potential', 'movie', 'role', 'duo', 'thrown', 'together', 'struggling', 'actress', 'murder', 'mystery']"
703,703,703,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,shakespeare in love,15,123 min,"['comedy', 'drama', 'history']",7.1,"The world's greatest ever playwright,",john madden,"('Gwyneth Paltrow',), ('Joseph Fiennes',), ('Geoffrey Rush',), ('Tom Wilkinson',)","2,24,562",$100.32M,"['worlds', 'greatest', 'ever', 'playwright']"
704,704,704,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,oz the great and powerful,PG,130 min,"['adventure', 'family', 'fantasy']",6.3,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,sam raimi,"('James Franco',), ('Michelle Williams',), ('Rachel Weisz',), ('Mila Kunis',)","2,07,765",$234.91M,"['smalltime', 'magician', 'swept', 'away', 'enchanted', 'land', 'forced', 'power', 'struggle', 'three', 'witches']"
705,705,705,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the sting,A,129 min,"['comedy', 'crime', 'drama']",8.3,Two grifters team up to pull off the ultimate con.,george roy hill,"('Paul Newman',), ('Robert Redford',), ('Robert Shaw',), ('Charles Durning',)","2,59,857",$159.60M,"['two', 'grifters', 'team', 'pull', 'ultimate', 'con']"
706,706,706,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,some like it hot,A,121 min,"['comedy', 'music', 'romance']",8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",billy wilder,"('Marilyn Monroe',), ('Tony Curtis',), ('Jack Lemmon',), ('George Raft',)","2,64,948",$25.00M,"['two', 'male', 'musicians', 'witness', 'mob', 'hit', 'flee', 'state', 'allfemale', 'band', 'disguised', 'women', 'complications', 'set']"
707,707,707,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the girl with the dragon tattoo,18,152 min,"['crime', 'drama', 'mystery']",7.8,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,niels arden oplev,"('Michael Nyqvist',), ('Noomi Rapace',), ('Ewa Fröling',), ('Lena Endre',)","2,16,471",$10.10M,"['journalist', 'aided', 'young', 'female', 'hacker', 'search', 'killer', 'woman', 'dead', 'forty', 'years']"
708,708,708,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,finding neverland,PG,106 min,"['biography', 'drama', 'family']",7.7,The story of Sir,marc forster,"('Johnny Depp',), ('Kate Winslet',), ('Julie Christie',), ('Radha Mitchell',)","2,06,235",$51.68M,"['story', 'sir']"
709,709,709,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,g.i. joe: the rise of cobra,12A,118 min,"['action', 'adventure', 'sci-fi']",5.7,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",stephen sommers,"('Dennis Quaid',), ('Channing Tatum',), ('Marlon Wayans',), ('Adewale Akinnuoye-Agbaje',)","2,08,554",$152.27M,"['elite', 'military', 'unit', 'comprised', 'special', 'operatives', 'known', 'gi', 'joe', 'operating', 'pit', 'takes', 'evil', 'organization', 'led', 'notorious', 'arms', 'dealer']"
710,710,710,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,body of lies,15,128 min,"['action', 'drama', 'thriller']",7.0,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,ridley scott,"('Leonardo DiCaprio',), ('Russell Crowe',), ('Mark Strong',), ('Golshifteh Farahani',)","2,28,345",$39.39M,"['cia', 'agent', 'ground', 'jordan', 'hunts', 'powerful', 'terrorist', 'leader', 'caught', 'unclear', 'intentions', 'american', 'supervisors', 'jordan', 'intelligence']"
711,711,711,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the man from u.n.c.l.e.,12A,116 min,"['action', 'adventure', 'comedy']",7.2,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",guy ritchie,"('Henry Cavill',), ('Armie Hammer',), ('Alicia Vikander',), ('Elizabeth Debicki',)","3,04,519",$45.45M,"['early', '1960s', 'cia', 'agent', 'napoleon', 'solo', 'kgb', 'operative', 'illya', 'kuryakin', 'participate', 'joint', 'mission', 'mysterious', 'criminal', 'organization', 'working', 'proliferate', 'nuclear', 'weapons']"
712,712,712,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the lincoln lawyer,15,118 min,"['crime', 'drama', 'mystery']",7.3,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,brad furman,"('Matthew McConaughey',), ('Marisa Tomei',), ('Ryan Phillippe',), ('William H. Macy',)","2,37,476",$58.01M,"['lawyer', 'defending', 'wealthy', 'man', 'begins', 'believe', 'client', 'guilty', 'one', 'crime']"
713,713,713,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,gangster squad,15,113 min,"['action', 'crime', 'drama']",6.7,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",ruben fleischer,"('Sean Penn',), ('Ryan Gosling',), ('Emma Stone',), ('Giovanni Ribisi',)","2,15,190",$46.00M,"['1949', 'los', 'angeles', 'city', 'run', 'gangsters', 'malicious', 'mobster', 'mickey', 'cohen', 'determined', 'end', 'corruption', 'john', 'omara', 'assembles', 'team', 'cops', 'ready', 'take', 'ruthless', 'leader', 'restore', 'peace', 'city']"
714,714,714,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,amores perros,18,154 min,"['drama', 'thriller']",8.1,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",alejandro g. iñárritu,"('Emilio Echevarría',), ('Gael García Bernal',), ('Goya Toledo',), ('Álvaro Guerrero',)","2,39,129",$5.38M,"['horrific', 'car', 'accident', 'connects', 'three', 'stories', 'involving', 'characters', 'dealing', 'loss', 'regret', 'lifes', 'harsh', 'realities', 'name', 'love']"
715,715,715,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,let the right one in,15,114 min,"['drama', 'fantasy', 'horror']",7.9,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",tomas alfredson,"('Kåre Hedebrant',), ('Lina Leandersson',), ('Per Ragnar',), ('Henrik Dahl',)","2,15,930",$2.12M,"['oskar', 'overlooked', 'bullied', 'boy', 'finds', 'love', 'revenge', 'eli', 'beautiful', 'peculiar', 'girl']"
716,716,716,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,natural born killers,18,119 min,"['action', 'crime', 'drama']",7.2,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,oliver stone,"('Woody Harrelson',), ('Juliette Lewis',), ('Tom Sizemore',), ('Rodney Dangerfield',)","2,33,733",$50.28M,"['two', 'victims', 'traumatized', 'childhoods', 'become', 'lovers', 'psychopathic', 'serial', 'murderers', 'irresponsibly', 'glorified', 'mass', 'media']"
717,717,717,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,silent hill,15,125 min,"['horror', 'mystery']",6.5,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",christophe gans,"('Radha Mitchell',), ('Laurie Holden',), ('Sean Bean',), ('Deborah Kara Unger',)","2,28,303",$46.98M,"['woman', 'rose', 'goes', 'search', 'adopted', 'daughter', 'within', 'confines', 'strange', 'desolate', 'town', 'called', 'silent', 'hill']"
718,718,718,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,just go with it,12A,117 min,"['comedy', 'romance']",6.4,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",dennis dugan,"('Adam Sandler',), ('Jennifer Aniston',), ('Brooklyn Decker',), ('Nicole Kidman',)","2,43,028",$103.03M,"['weekend', 'trip', 'hawaii', 'plastic', 'surgeon', 'convinces', 'loyal', 'assistant', 'pose', 'soontobedivorced', 'wife', 'order', 'cover', 'careless', 'lie', 'told', 'muchyounger', 'girlfriend']"
719,719,719,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,transcendence,12A,119 min,"['action', 'drama', 'sci-fi']",6.2,A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.,wally pfister,"('Johnny Depp',), ('Rebecca Hall',), ('Morgan Freeman',), ('Cillian Murphy',)","2,28,624",$23.02M,"['scientists', 'drive', 'artificial', 'intelligence', 'takes', 'dangerous', 'implications', 'consciousness', 'uploaded', 'one', 'program']"
720,720,720,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,chappie,15,120 min,"['action', 'crime', 'drama']",6.8,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",neill blomkamp,"('Sharlto Copley',), ('Dev Patel',), ('Hugh Jackman',), ('Sigourney Weaver',)","2,50,007",$31.57M,"['near', 'future', 'crime', 'patrolled', 'mechanized', 'police', 'force', 'one', 'police', 'droid', 'chappie', 'stolen', 'given', 'new', 'programming', 'becomes', 'first', 'robot', 'ability', 'think', 'feel']"
721,721,721,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,megamind,PG,95 min,"['animation', 'action', 'comedy']",7.3,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.",tom mcgrath,"('Will Ferrell',), ('Jonah Hill',), ('Brad Pitt',), ('Tina Fey',)","2,57,943",$148.42M,"['evil', 'genius', 'megamind', 'finally', 'defeats', 'dogooder', 'nemesis', 'metro', 'man', 'left', 'without', 'purpose', 'superherofree', 'world']"
722,722,722,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,first blood,15,93 min,"['action', 'adventure', 'thriller']",7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,ted kotcheff,"('Sylvester Stallone',), ('Brian Dennehy',), ('Richard Crenna',), ('Bill McKinney',)","2,49,768",$47.21M,"['veteran', 'green', 'beret', 'forced', 'cruel', 'sheriff', 'deputies', 'flee', 'mountains', 'wage', 'escalating', 'oneman', 'war', 'pursuers']"
723,723,723,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,bad boys,18,119 min,"['action', 'comedy', 'crime']",6.8,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,michael bay,"('Will Smith',), ('Martin Lawrence',), ('Lisa Boyle',), ('Michael Taliferro',)","2,63,055",$65.81M,"['two', 'hip', 'detectives', 'protect', 'witness', 'murder', 'investigating', 'case', 'stolen', 'heroin', 'evidence', 'storage', 'room', 'police', 'precinct']"
724,724,724,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,mars attacks!,12,106 min,"['comedy', 'sci-fi']",6.4,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,tim burton,"('Jack Nicholson',), ('Pierce Brosnan',), ('Sarah Jessica Parker',), ('Annette Bening',)","2,26,230",$37.77M,"['earth', 'invaded', 'martians', 'unbeatable', 'weapons', 'cruel', 'sense', 'humor']"
725,725,725,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,american reunion,15,113 min,['comedy'],6.7,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",jon hurwitz,"('Hayden Schlossberg',), ('Jason Biggs',), ('Alyson Hannigan',), ('Seann William Scott',)","2,13,853",$57.01M,"['jim', 'michelle', 'stifler', 'friends', 'reunite', 'east', 'great', 'falls', 'michigan', 'high', 'school', 'reunion']"
726,726,726,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,chicago,12A,113 min,"['comedy', 'crime', 'musical']",7.2,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",rob marshall,"('Renée Zellweger',), ('Catherine Zeta-Jones',), ('Richard Gere',), ('Taye Diggs',)","2,29,477",$170.69M,"['two', 'deathrow', 'murderesses', 'develop', 'fierce', 'rivalry', 'competing', 'publicity', 'celebrity', 'sleazy', 'lawyers', 'attention']"
727,727,727,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,cowboys & aliens,12A,119 min,"['action', 'sci-fi', 'thriller']",6.0,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way.",jon favreau,"('Daniel Craig',), ('Harrison Ford',), ('Olivia Wilde',), ('Abigail Spencer',)","2,20,323",$100.24M,"['spaceship', 'arrives', 'arizona', '1873', 'take', 'earth', 'starting', 'wild', 'west', 'region', 'posse', 'cowboys', 'natives', 'stand', 'way']"
728,728,728,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,my neighbour totoro,U,86 min,"['animation', 'comedy', 'family']",8.1,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",hayao miyazaki,"('Hitoshi Takagi',), ('Noriko Hidaka',), ('Chika Sakamoto',), ('Shigesato Itoi',)","3,33,261",$1.11M,"['two', 'girls', 'move', 'country', 'near', 'ailing', 'mother', 'adventures', 'wondrous', 'forest', 'spirits', 'live', 'nearby']"
729,729,729,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,what's eating gilbert grape,12,118 min,['drama'],7.7,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,lasse hallström,"('Johnny Depp',), ('Leonardo DiCaprio',), ('Juliette Lewis',), ('Mary Steenburgen',)","2,35,904",$9.17M,"['young', 'man', 'small', 'midwestern', 'town', 'struggles', 'care', 'mentallydisabled', 'younger', 'brother', 'morbidly', 'obese', 'mother', 'attempting', 'pursue', 'happiness']"
730,730,730,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,gandhi,A,191 min,"['biography', 'drama']",8.1,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,richard attenborough,"('Ben Kingsley',), ('John Gielgud',), ('Rohini Hattangadi',), ('Roshan Seth',)","2,30,360",$52.77M,"['life', 'lawyer', 'became', 'famed', 'leader', 'indian', 'revolts', 'british', 'rule', 'philosophy', 'nonviolent', 'protest']"
731,731,731,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,bridget jones's diary,15,97 min,"['comedy', 'drama', 'romance']",6.7,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,sharon maguire,"('Renée Zellweger',), ('Colin Firth',), ('Hugh Grant',), ('Gemma Jones',)","2,42,599",$71.54M,"['bridget', 'jones', 'determined', 'improve', 'looks', 'love', 'year', 'keeps', 'personal', 'diary']"
732,732,732,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,mulan,PG,88 min,"['animation', 'adventure', 'comedy']",7.6,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",tony bancroft,"('Barry Cook',), ('Ming-Na Wen',), ('Eddie Murphy',), ('BD Wong',)","2,84,107",$120.62M,"['save', 'father', 'death', 'army', 'young', 'maiden', 'secretly', 'goes', 'place', 'becomes', 'one', 'chinas', 'greatest', 'heroines', 'process']"
733,733,733,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,predators,15,107 min,"['action', 'adventure', 'sci-fi']",6.4,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,nimród antal,"('Adrien Brody',), ('Laurence Fishburne',), ('Topher Grace',), ('Alice Braga',)","2,28,203",$52.00M,"['group', 'elite', 'warriors', 'parachute', 'unfamiliar', 'jungle', 'hunted', 'members', 'merciless', 'alien', 'race']"
734,734,734,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the girl next door,15,109 min,"['comedy', 'drama', 'romance']",6.7,A teenager's dreams come true when a former porn star moves in next door and they fall in love.,luke greenfield,"('Emile Hirsch',), ('Nicholas Downs',), ('Elisha Cuthbert',), ('Timothy Olyphant',)","2,24,571",$14.59M,"['teenagers', 'dreams', 'come', 'true', 'former', 'porn', 'star', 'moves', 'next', 'door', 'fall', 'love']"
735,735,735,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,anger management,15,106 min,['comedy'],6.2,"Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor.",peter segal,"('Jack Nicholson',), ('Adam Sandler',), ('Marisa Tomei',), ('Luis Guzmán',)","2,15,267",$135.65M,"['dave', 'buznik', 'businessman', 'wrongly', 'sentenced', 'anger', 'management', 'program', 'meets', 'aggressive', 'instructor']"
736,736,736,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,traffic,18,147 min,"['crime', 'drama', 'thriller']",7.6,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",steven soderbergh,"('Michael Douglas',), ('Benicio Del Toro',), ('Catherine Zeta-Jones',), ('Jacob Vargas',)","2,06,975",$124.12M,"['conservative', 'judge', 'appointed', 'president', 'spearhead', 'americas', 'escalating', 'war', 'drugs', 'discover', 'teenage', 'daughter', 'crack', 'addict', 'two', 'dea', 'agents', 'protect', 'informant', 'jailed', 'drug', 'barons', 'wife', 'attempts', 'carry', 'family', 'business']"
737,737,737,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,alien resurrection,18,109 min,"['action', 'horror', 'sci-fi']",6.2,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.",jean-pierre jeunet,"('Sigourney Weaver',), ('Winona Ryder',), ('Dominique Pinon',), ('Ron Perlman',)","2,46,126",$47.75M,"['200', 'years', 'death', 'ellen', 'ripley', 'revived', 'powerful', 'humanalien', 'hybrid', 'clone', 'along', 'crew', 'space', 'pirates', 'must', 'battle', 'deadly', 'aliens', 'stop', 'reaching', 'earth']"
738,738,738,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,die another day,12A,133 min,"['action', 'adventure', 'thriller']",6.1,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",lee tamahori,"('Pierce Brosnan',), ('Halle Berry',), ('Rosamund Pike',), ('Toby Stephens',)","2,18,833",$160.94M,"['james', 'bond', 'sent', 'investigate', 'connection', 'north', 'korean', 'terrorist', 'diamond', 'mogul', 'funding', 'development', 'international', 'space', 'weapon']"
739,739,739,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the little mermaid,U,83 min,"['animation', 'adventure', 'comedy']",7.6,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,ron clements,"('John Musker',), ('Jodi Benson',), ('Samuel E. Wright',), ('Rene Auberjonois',)","2,59,658",$111.54M,"['mermaid', 'princess', 'makes', 'faustian', 'bargain', 'attempt', 'become', 'human', 'win', 'princes', 'love']"
740,740,740,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,grease,PG,110 min,"['comedy', 'musical', 'romance']",7.2,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",randal kleiser,"('John Travolta',), ('Olivia Newton-John',), ('Stockard Channing',), ('Jeff Conaway',)","2,69,662",$188.76M,"['good', 'girl', 'sandy', 'olsson', 'greaser', 'danny', 'zuko', 'fell', 'love', 'summer', 'unexpectedly', 'discover', 'theyre', 'high', 'school', 'able', 'rekindle', 'romance']"
741,741,741,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the hunt,15,115 min,['drama'],8.3,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",thomas vinterberg,"('Mads Mikkelsen',), ('Thomas Bo Larsen',), ('Annika Wedderkopp',), ('Lasse Fogelstrøm',)","3,24,564",$0.69M,"['teacher', 'lives', 'lonely', 'life', 'struggling', 'sons', 'custody', 'life', 'slowly', 'gets', 'better', 'finds', 'love', 'receives', 'good', 'news', 'son', 'new', 'luck', 'brutally', 'shattered', 'innocent', 'little', 'lie']"
742,742,742,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,meet joe black,12,178 min,"['drama', 'fantasy', 'romance']",7.2,"Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter.",martin brest,"('Brad Pitt',), ('Anthony Hopkins',), ('Claire Forlani',), ('Jake Weber',)","2,38,462",$44.62M,"['death', 'takes', 'form', 'young', 'man', 'asks', 'media', 'mogul', 'act', 'guide', 'teach', 'life', 'earth', 'process', 'falls', 'love', 'guides', 'daughter']"
743,743,743,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,no strings attached,15,108 min,"['comedy', 'romance']",6.2,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",ivan reitman,"('Natalie Portman',), ('Ashton Kutcher',), ('Kevin Kline',), ('Cary Elwes',)","2,29,365",$70.66M,"['guy', 'girl', 'try', 'keep', 'relationship', 'strictly', 'physical', 'long', 'learn', 'want', 'something']"
744,744,744,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,closer,15,104 min,"['drama', 'romance']",7.2,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,mike nichols,"('Natalie Portman',), ('Jude Law',), ('Clive Owen',), ('Julia Roberts',)","2,17,615",$33.99M,"['relationships', 'two', 'couples', 'become', 'complicated', 'deceitful', 'man', 'one', 'couple', 'meets', 'woman']"
745,745,745,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,before sunset,15,80 min,"['drama', 'romance']",8.1,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",richard linklater,"('Ethan Hawke',), ('Julie Delpy',), ('Vernon Dobtcheff',), ('Louise Lemoine Torrès',)","2,61,176",$5.82M,"['nine', 'years', 'jesse', 'celine', 'first', 'met', 'encounter', 'french', 'leg', 'jesses', 'book', 'tour']"
746,746,746,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,master and commander: the far side of the world,12A,138 min,"['action', 'adventure', 'drama']",7.4,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",peter weir,"('Russell Crowe',), ('Paul Bettany',), ('Billy Boyd',), (""James D'Arcy"",)","2,20,217",$93.93M,"['napoleonic', 'wars', 'brash', 'british', 'captain', 'pushes', 'ship', 'crew', 'limits', 'pursuit', 'formidable', 'french', 'war', 'vessel', 'around', 'south', 'america']"
747,747,747,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,get smart,12A,110 min,"['action', 'adventure', 'comedy']",6.5,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",peter segal,"('Steve Carell',), ('Anne Hathaway',), ('Alan Arkin',), ('Dwayne Johnson',)","2,17,582",$130.32M,"['maxwell', 'smart', 'highly', 'intellectual', 'bumbling', 'spy', 'working', 'control', 'agency', 'tasked', 'preventing', 'terrorist', 'attack', 'rival', 'spy', 'agency', 'kaos']"
748,748,748,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,das boot,AA,149 min,"['drama', 'war']",8.4,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",wolfgang petersen,"('Jürgen Prochnow',), ('Herbert Grönemeyer',), ('Klaus Wennemann',), ('Hubertus Bengsch',)","2,49,173",$11.49M,"['claustrophobic', 'world', 'wwii', 'german', 'uboat', 'boredom', 'filth', 'sheer', 'terror']"
749,749,749,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,planet terror,18,105 min,"['action', 'comedy', 'fantasy']",7.1,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",robert rodriguez,"('Rose McGowan',), ('Freddy Rodríguez',), ('Josh Brolin',), ('Marley Shelton',)","2,10,336",,"['experimental', 'bioweapon', 'released', 'turning', 'thousands', 'zombielike', 'creatures', 'ragtag', 'group', 'survivors', 'stop', 'infected', 'behind', 'release']"
